split,genre,file_path,filename,num_segments,num_selected_segments
train,dtp07,dtp07/dtp07-2-8bit bEtty-The Hedgehog’s Dilemma.m4a,dtp07-2-8bit bEtty-The Hedgehog’s Dilemma,20,24
train,dtp07,dtp07/dtp07-4-8-bit Weapon – Bits with Byte.m4a,dtp07-4-8-bit Weapon – Bits with Byte,12,24
train,dtp07,dtp07/dtp07-1-Bit Shifter-Hexadecimal Genome.m4a,dtp07-1-Bit Shifter-Hexadecimal Genome,12,24
train,dtp07,dtp07/dtp07-0-(unknown)-Tetris Theme.m4a,dtp07-0-(unknown)-Tetris Theme,6,18
train,dtp07,dtp07/dtp07-6-Anamanaguchi-Helix Nebula.m4a,dtp07-6-Anamanaguchi-Helix Nebula,10,24
val,dtp07,dtp07/dtp07-9-Bossfight-Commando Steve.m4a,dtp07-9-Bossfight-Commando Steve,12,24
val,dtp07,dtp07/dtp07-5-trash80-At Teh Disko.m4a,dtp07-5-trash80-At Teh Disko,14,24
test,dtp08,dtp08/dtp08-0-Enya-Orinoco Flow.m4a,dtp08-0-Enya-Orinoco Flow,14,24
train,dtp08,dtp08/dtp08-6-William Ackerman-Sound of Wind Driven Rain.m4a,dtp08-6-William Ackerman-Sound of Wind Driven Rain,32,24
train,dtp08,dtp08/dtp08-7-Mark Isham-Tibet part III.m4a,dtp08-7-Mark Isham-Tibet part III,18,24
train,dtp08,dtp08/dtp08-4-Enigma-Sadeness part I.m4a,dtp08-4-Enigma-Sadeness part I,16,24
train,dtp08,dtp08/dtp08-8-Tanita Tikaram-Twist in My Sobriety.m4a,dtp08-8-Tanita Tikaram-Twist in My Sobriety,14,24
train,dtp08,dtp08/dtp08-2-Michael Brook-Rock Paper Scissors.m4a,dtp08-2-Michael Brook-Rock Paper Scissors,14,24
train,dtp08,dtp08/dtp08-3-David Lanz-Behind the Waterfall.m4a,dtp08-3-David Lanz-Behind the Waterfall,14,24
train,dtp08,dtp08/dtp08-1-Kitaro-Matsuri.m4a,dtp08-1-Kitaro-Matsuri,36,24
val,dtp08,dtp08/dtp08-5-Deep Forest-Lullaby.m4a,dtp08-5-Deep Forest-Lullaby,14,24
val,dtp08,dtp08/dtp08-9-Mecano-Hijo de La Luna.m4a,dtp08-9-Mecano-Hijo de La Luna,18,24
test,dtp09,dtp09/dtp09-3-The Future Sound of London-Papua New Guinea.m4a,dtp09-3-The Future Sound of London-Papua New Guinea,158,24
train,dtp09,dtp09/dtp09-1-The KLF-Make It Rain.m4a,dtp09-1-The KLF-Make It Rain,14,24
train,dtp09,dtp09/dtp09-4-Biosphere-Baby Interphase.m4a,dtp09-4-Biosphere-Baby Interphase,20,24
train,dtp09,dtp09/dtp09-2-808 State-Pacific State.m4a,dtp09-2-808 State-Pacific State,26,24
train,dtp09,dtp09/dtp09-6-Young American Primitive-These Waves.m4a,dtp09-6-Young American Primitive-These Waves,26,24
train,dtp09,dtp09/dtp09-5-Orbital-Halcyon On and On.m4a,dtp09-5-Orbital-Halcyon On and On,36,24
train,dtp09,dtp09/dtp09-9-William Orbit-Water From a Vine Leaf.m4a,dtp09-9-William Orbit-Water From a Vine Leaf,28,24
train,dtp09,dtp09/dtp09-0-The Orb-Little Fluffy Clouds.m4a,dtp09-0-The Orb-Little Fluffy Clouds,32,24
val,dtp09,dtp09/dtp09-7-System 7-Manik Shamanik.m4a,dtp09-7-System 7-Manik Shamanik,38,24
val,dtp09,dtp09/dtp09-8-Ulrich Schnauss-A Million Miles.m4a,dtp09-8-Ulrich Schnauss-A Million Miles,28,24
test,dtp11,dtp11/dtp11-10-Witchman-Chemical Noir.m4a,dtp11-10-Witchman-Chemical Noir,26,24
test,dtp11,dtp11/dtp11-3-Coldcut-Timber.m4a,dtp11-3-Coldcut-Timber,18,24
train,dtp11,dtp11/dtp11-2-Nightmares on Wax-You Wish.m4a,dtp11-2-Nightmares on Wax-You Wish,14,24
train,dtp11,dtp11/dtp11-0-Moby-Porcelain.m4a,dtp11-0-Moby-Porcelain,16,24
train,dtp11,dtp11/dtp11-9-DJ Spooky-Anansi Abstrakt.m4a,dtp11-9-DJ Spooky-Anansi Abstrakt,44,24
train,dtp11,dtp11/dtp11-4-Hexstatic-Ninja Tune.m4a,dtp11-4-Hexstatic-Ninja Tune,20,24
train,dtp11,dtp11/dtp11-6-Bentley Rhythm Ace-Bentley’s Gonna Sort You Out.m4a,dtp11-6-Bentley Rhythm Ace-Bentley’s Gonna Sort You Out,20,24
train,dtp11,dtp11/dtp11-1-Apollo 440-Electro Glide in Blue.m4a,dtp11-1-Apollo 440-Electro Glide in Blue,34,24
train,dtp11,dtp11/dtp11-8-Teargas and Plateglass-Arkhangelsk.m4a,dtp11-8-Teargas and Plateglass-Arkhangelsk,14,24
val,dtp11,dtp11/dtp11-5-Blue Boy-Remember Me.m4a,dtp11-5-Blue Boy-Remember Me,26,24
val,dtp11,dtp11/dtp11-7-Utah Saints-B777.m4a,dtp11-7-Utah Saints-B777,16,24
test,dtp12,dtp12/dtp12-1-Oval-Aero Deck.m4a,dtp12-1-Oval-Aero Deck,18,24
test,dtp12,dtp12/dtp12-3-Pan Sonic-Fermi.m4a,dtp12-3-Pan Sonic-Fermi,22,24
train,dtp12,dtp12/dtp12-0-Alva Noto-uni.acronym.m4a,dtp12-0-Alva Noto-uni.acronym,26,24
train,dtp12,dtp12/dtp12-7-Kit Clayton-Nele.m4a,dtp12-7-Kit Clayton-Nele,20,24
train,dtp12,dtp12/dtp12-4-Ryoji Ikeda-data.microhelix.m4a,dtp12-4-Ryoji Ikeda-data.microhelix,12,24
train,dtp12,dtp12/dtp12-5-Peter Rehberg-Black Holes.m4a,dtp12-5-Peter Rehberg-Black Holes,32,24
train,dtp12,dtp12/dtp12-8-Sinecore-Panacea.m4a,dtp12-8-Sinecore-Panacea,18,24
train,dtp12,dtp12/dtp12-6-Pimmon-Repeat.m4a,dtp12-6-Pimmon-Repeat,46,24
val,dtp12,dtp12/dtp12-2-Phthalocyanine-Ethiopian Runner.m4a,dtp12-2-Phthalocyanine-Ethiopian Runner,28,24
test,dtp13,dtp13/dtp13-4-Tetsu Inoue-Ambient Otaku.m4a,dtp13-4-Tetsu Inoue-Ambient Otaku,290,24
test,dtp13,dtp13/dtp13-5-Daniel Menche-Body Melt II.m4a,dtp13-5-Daniel Menche-Body Melt II,60,24
train,dtp13,dtp13/dtp13-3-Richard Chartier-Silver.m4a,dtp13-3-Richard Chartier-Silver,34,24
train,dtp13,dtp13/dtp13-8-Taylor Deupree-Shoals.m4a,dtp13-8-Taylor Deupree-Shoals,44,24
train,dtp13,dtp13/dtp13-0-Kim Cascone-Null Drift.m4a,dtp13-0-Kim Cascone-Null Drift,12,24
train,dtp13,dtp13/dtp13-2-Steve Roden-Forms of Paper.m4a,dtp13-2-Steve Roden-Forms of Paper,72,24
train,dtp13,dtp13/dtp13-6-Vladislav Delay-Pietola.m4a,dtp13-6-Vladislav Delay-Pietola,64,24
train,dtp13,dtp13/dtp13-1-Bernhard Günter-Untitled I_92.m4a,dtp13-1-Bernhard Günter-Untitled I_92,34,24
val,dtp13,dtp13/dtp13-7-Microstoria-Sleepy People.m4a,dtp13-7-Microstoria-Sleepy People,20,24
test,dtp14,dtp14/dtp14-4-Dynatron-Stars of the Night.m4a,dtp14-4-Dynatron-Stars of the Night,22,24
test,dtp14,dtp14/dtp14-11-Macintosh Plus-420.m4a,dtp14-11-Macintosh Plus-420,10,24
train,dtp14,dtp14/dtp14-10-Chuck Person-Too Little Too Late.m4a,dtp14-10-Chuck Person-Too Little Too Late,10,24
train,dtp14,"dtp14/dtp14-7-James Ferraro-Palm Trees, Wi-Fi, and Dream Sushi.m4a","dtp14-7-James Ferraro-Palm Trees, Wi-Fi, and Dream Sushi",10,24
train,dtp14,dtp14/dtp14-0-Kavinsky-Nightcall.m4a,dtp14-0-Kavinsky-Nightcall,16,24
train,dtp14,dtp14/dtp14-9-Saint Pepsi-Enjoy Yourself.m4a,dtp14-9-Saint Pepsi-Enjoy Yourself,6,21
train,dtp14,dtp14/dtp14-2-Perturbator ft. Noir Deco-Technoir.m4a,dtp14-2-Perturbator ft. Noir Deco-Technoir,18,24
train,dtp14,dtp14/dtp14-3-Miami Nights 1984-Ocean Drive.m4a,dtp14-3-Miami Nights 1984-Ocean Drive,18,24
train,dtp14,dtp14/dtp14-5-Quixotic-Palms.m4a,dtp14-5-Quixotic-Palms,24,24
train,dtp14,dtp14/dtp14-6-Vektroid-Neo Cali.m4a,dtp14-6-Vektroid-Neo Cali,250,24
val,dtp14,dtp14/dtp14-1-Lazerhawk-Overdrive.m4a,dtp14-1-Lazerhawk-Overdrive,18,24
val,dtp14,dtp14/dtp14-8-Internet Club-WWW Cruise.m4a,dtp14-8-Internet Club-WWW Cruise,12,24
test,gld01,gld01/gld01-0-The Beatles-Hey Jude.m4a,gld01-0-The Beatles-Hey Jude,32,24
train,gld01,gld01/gld01-8-Manfred Mann-Do Wah Diddy.m4a,gld01-8-Manfred Mann-Do Wah Diddy,8,24
train,gld01,gld01/gld01-9-The Zombies-She’s Not There.m4a,gld01-9-The Zombies-She’s Not There,8,24
train,gld01,gld01/gld01-6-Small Faces-Itchycoo Park.m4a,gld01-6-Small Faces-Itchycoo Park,12,24
train,gld01,gld01/gld01-7-Billy J. Kramer & the Dakotas-Bad to Me.m4a,gld01-7-Billy J. Kramer & the Dakotas-Bad to Me,8,24
train,gld01,gld01/gld01-3-Herman’s Hermits-No Milk Today.m4a,gld01-3-Herman’s Hermits-No Milk Today,10,24
train,gld01,gld01/gld01-1-The Animals-House of the Rising Sun.m4a,gld01-1-The Animals-House of the Rising Sun,16,24
train,gld01,gld01/gld01-4-The Searchers-Needles and Pins.m4a,gld01-4-The Searchers-Needles and Pins,8,24
val,gld01,gld01/gld01-5-The Kinks-Waterloo Sunset.m4a,gld01-5-The Kinks-Waterloo Sunset,12,24
val,gld01,gld01/gld01-2-Gerry and the Pacemakers-Ferry Cross the Mersey.m4a,gld01-2-Gerry and the Pacemakers-Ferry Cross the Mersey,8,24
test,gld02,gld02/gld02-2-The Lovin’ Spoonful-Daydream.m4a,gld02-2-The Lovin’ Spoonful-Daydream,8,24
train,gld02,gld02/gld02-6-The Mamas & The Papas-California Dreaming.m4a,gld02-6-The Mamas & The Papas-California Dreaming,10,24
train,gld02,gld02/gld02-8-Fairport Convention-Who Knows Where the Time Goes.m4a,gld02-8-Fairport Convention-Who Knows Where the Time Goes,20,24
train,gld02,gld02/gld02-3-The Turtles-Happy Together.m4a,gld02-3-The Turtles-Happy Together,10,24
train,gld02,gld02/gld02-9-America-A Horse with No Name.m4a,gld02-9-America-A Horse with No Name,16,24
train,gld02,gld02/gld02-0-Bob Dylan-The Times They Are a Changin'.m4a,gld02-0-Bob Dylan-The Times They Are a Changin',12,24
train,gld02,"gld02/gld02-7-Crosby, Stills, Nash & Young-Our House.m4a","gld02-7-Crosby, Stills, Nash & Young-Our House",12,24
train,gld02,gld02/gld02-1-The Byrds-Mr. Tambourine Man.m4a,gld02-1-The Byrds-Mr. Tambourine Man,10,24
val,gld02,gld02/gld02-4-Donovan-Sunshine Superman.m4a,gld02-4-Donovan-Sunshine Superman,12,24
val,gld02,gld02/gld02-5-Simon & Garfunkel-50 Ways to Leave Your Lover.m4a,gld02-5-Simon & Garfunkel-50 Ways to Leave Your Lover,12,24
test,gld03,gld03/gld03-0-Jefferson Airplane-Somebody to Love.m4a,gld03-0-Jefferson Airplane-Somebody to Love,10,24
test,gld03,gld03/gld03-9-Strawberry Alarm Clock-Incense and Peppermints.m4a,gld03-9-Strawberry Alarm Clock-Incense and Peppermints,10,24
train,gld03,gld03/gld03-10-The Magic Mushrooms-It’s a Happening.m4a,gld03-10-The Magic Mushrooms-It’s a Happening,10,24
train,gld03,gld03/gld03-3-Yardbirds-Happenings Ten Years Time Ago.m4a,gld03-3-Yardbirds-Happenings Ten Years Time Ago,8,24
train,gld03,gld03/gld03-6-Janis Joplin-Summertime.m4a,gld03-6-Janis Joplin-Summertime,16,24
train,gld03,gld03/gld03-8-Question Mark & the Mysterians-96 Tears.m4a,gld03-8-Question Mark & the Mysterians-96 Tears,10,24
train,gld03,gld03/gld03-4-Country Joe & the Fish-Not So Sweet Martha Lorraine.m4a,gld03-4-Country Joe & the Fish-Not So Sweet Martha Lorraine,16,24
train,gld03,gld03/gld03-2-Grateful Dead-Scarlet Begonias.m4a,gld03-2-Grateful Dead-Scarlet Begonias,22,24
train,gld03,gld03/gld03-5-The Doors-Strange Days.m4a,gld03-5-The Doors-Strange Days,12,24
val,gld03,gld03/gld03-7-The Crazy World of Arthur Brown-Fire.m4a,gld03-7-The Crazy World of Arthur Brown-Fire,10,24
val,gld03,gld03/gld03-1-Jimi Hendrix-All Along the Watchtower.m4a,gld03-1-Jimi Hendrix-All Along the Watchtower,18,24
test,gld04,gld04/gld04-7-Free-All Right Now.m4a,gld04-7-Free-All Right Now,16,24
train,gld04,gld04/gld04-1-George Thorogood-Bad to the Bone.m4a,gld04-1-George Thorogood-Bad to the Bone,18,24
train,gld04,gld04/gld04-6-Thin Lizzy-Johnny.m4a,gld04-6-Thin Lizzy-Johnny,16,24
train,gld04,gld04/gld04-5-Aerosmith-Love in an Elevator.m4a,gld04-5-Aerosmith-Love in an Elevator,22,24
train,gld04,gld04/gld04-0-Steppenwolf-Born to be Wild.m4a,gld04-0-Steppenwolf-Born to be Wild,14,24
train,gld04,gld04/gld04-8-Humble Pie-Honky Tonk Women.m4a,gld04-8-Humble Pie-Honky Tonk Women,12,24
train,gld04,gld04/gld04-2-ACDC-Thunderstruck.m4a,gld04-2-ACDC-Thunderstruck,18,24
train,gld04,gld04/gld04-9-The Who-Won’t Get Fooled Again.m4a,gld04-9-The Who-Won’t Get Fooled Again,14,24
val,gld04,gld04/gld04-3-Golden Earring-Radar Love.m4a,gld04-3-Golden Earring-Radar Love,20,24
val,gld04,gld04/gld04-4-Ram Jam-Black Betty.m4a,gld04-4-Ram Jam-Black Betty,14,24
test,gld05,gld05/gld05-7-Marilion-Script for a Jester’s Tear.m4a,gld05-7-Marilion-Script for a Jester’s Tear,34,24
test,gld05,gld05/gld05-10-Magma-Da Zeuhl Wortz Mekanik.m4a,gld05-10-Magma-Da Zeuhl Wortz Mekanik,30,24
train,gld05,gld05/gld05-3-Jethro Tull-Aqualung.m4a,gld05-3-Jethro Tull-Aqualung,26,24
train,gld05,gld05/gld05-1-King Crimson-Court of the Crimson King.m4a,gld05-1-King Crimson-Court of the Crimson King,12,24
train,gld05,gld05/gld05-5-Emerson Lake & Palmer-Knife Edge.m4a,gld05-5-Emerson Lake & Palmer-Knife Edge,20,24
train,gld05,gld05/gld05-4-Yes-Roundabout.m4a,gld05-4-Yes-Roundabout,34,24
train,gld05,gld05/gld05-6-Procul Harum-Whiter Shade of Pale.m4a,gld05-6-Procul Harum-Whiter Shade of Pale,22,24
train,gld05,gld05/gld05-9-Ruins-Skhanddraviza.m4a,gld05-9-Ruins-Skhanddraviza,14,24
train,gld05,gld05/gld05-8-Rush-Xanadu.m4a,gld05-8-Rush-Xanadu,44,24
val,gld05,gld05/gld05-2-Moody Blues-Nights in White Satin.m4a,gld05-2-Moody Blues-Nights in White Satin,16,24
val,gld05,gld05/gld05-0-Pink Floyd-Time.m4a,gld05-0-Pink Floyd-Time,26,24
test,gld06,gld06/gld06-0-David Bowie-Ziggy Stardust.m4a,gld06-0-David Bowie-Ziggy Stardust,12,24
test,gld06,gld06/gld06-2-Roxy Music-Love is the Drug.m4a,gld06-2-Roxy Music-Love is the Drug,10,24
train,gld06,gld06/gld06-5-Suzi Quatro-Can the Can.m4a,gld06-5-Suzi Quatro-Can the Can,12,24
train,gld06,gld06/gld06-8-T.Rex-Mambo Sun.m4a,gld06-8-T.Rex-Mambo Sun,14,24
train,gld06,gld06/gld06-3-Lou Reed-Satellite of Love.m4a,gld06-3-Lou Reed-Satellite of Love,14,24
train,gld06,gld06/gld06-7-Sweet-The Ballroom Blitz.m4a,gld06-7-Sweet-The Ballroom Blitz,14,24
train,gld06,gld06/gld06-6-Slade-Far Far Away.m4a,gld06-6-Slade-Far Far Away,14,24
train,gld06,gld06/gld06-4-Marc Bolan-Get It On.m4a,gld06-4-Marc Bolan-Get It On,16,24
val,gld06,gld06/gld06-1-Queen-I Want to Break Free.m4a,gld06-1-Queen-I Want to Break Free,16,24
test,gld07,gld07/gld07-4-Stevie Ray Vaughan-Voodoo Child.m4a,gld07-4-Stevie Ray Vaughan-Voodoo Child,44,24
train,gld07,gld07/gld07-7-Kings of Leon-Red Morning Light.m4a,gld07-7-Kings of Leon-Red Morning Light,10,24
train,gld07,gld07/gld07-8-The Black Crowes-Remedy.m4a,gld07-8-The Black Crowes-Remedy,20,24
train,gld07,gld07/gld07-5-Black Oak Arkansas-Lord Have Mercy on My Soul.m4a,gld07-5-Black Oak Arkansas-Lord Have Mercy on My Soul,24,24
train,gld07,gld07/gld07-0-Lynyrd Skynyrd-Sweet Home Alabama.m4a,gld07-0-Lynyrd Skynyrd-Sweet Home Alabama,18,24
train,gld07,gld07/gld07-9-The Georgia Satellites-Keep Your Hands to Yourself.m4a,gld07-9-The Georgia Satellites-Keep Your Hands to Yourself,14,24
train,gld07,gld07/gld07-2-Creedence Clearwater Revival-Run Though the Jungle.m4a,gld07-2-Creedence Clearwater Revival-Run Though the Jungle,12,24
train,gld07,gld07/gld07-1-The Allman Brothers-Midnight Rider.m4a,gld07-1-The Allman Brothers-Midnight Rider,10,24
val,gld07,gld07/gld07-3-ZZ Top-Sharp Dressed Man.m4a,gld07-3-ZZ Top-Sharp Dressed Man,16,24
val,gld07,"gld07/gld07-6-Blackfoot-Train, Train.m4a","gld07-6-Blackfoot-Train, Train",14,24
test,gld08,gld08/gld08-8-Meatloaf-Paradise by the Dashboard Light.m4a,gld08-8-Meatloaf-Paradise by the Dashboard Light,32,24
train,gld08,gld08/gld08-9-Tom Petty-Running Down a Dream.m4a,gld08-9-Tom Petty-Running Down a Dream,16,24
train,gld08,gld08/gld08-3-Toto-Hold the Line.m4a,gld08-3-Toto-Hold the Line,14,24
train,gld08,gld08/gld08-1-Survivor-Eye of the Tiger.m4a,gld08-1-Survivor-Eye of the Tiger,16,24
train,gld08,gld08/gld08-5-REO Speedwagon-Can’t Fight this Feeling.m4a,gld08-5-REO Speedwagon-Can’t Fight this Feeling,18,24
train,gld08,gld08/gld08-4-Heart-Straight On.m4a,gld08-4-Heart-Straight On,20,24
train,gld08,gld08/gld08-0-Boston-More than a Feeling.m4a,gld08-0-Boston-More than a Feeling,18,24
train,gld08,gld08/gld08-7-Bruce Springsteen-Born in the USA.m4a,gld08-7-Bruce Springsteen-Born in the USA,14,24
val,gld08,gld08/gld08-6-Foreigner-Waiting for a Girl like You.m4a,gld08-6-Foreigner-Waiting for a Girl like You,18,24
val,gld08,gld08/gld08-2-Journey-Don’t Stop Believing.m4a,gld08-2-Journey-Don’t Stop Believing,16,24
test,gos01,gos01/gos01-7-(Unknown)-Lightning-Long John.m4a,gos01-7-(Unknown)-Lightning-Long John,12,24
test,gos01,gos01/gos01-1-Sid Hemphill-Arkansas Traveller.m4a,gos01-1-Sid Hemphill-Arkansas Traveller,12,24
train,gos01,gos01/gos01-2-Ed Lewis-I'll Be So Glad When the Sun Goes Down.m4a,gos01-2-Ed Lewis-I'll Be So Glad When the Sun Goes Down,20,24
train,gos01,gos01/gos01-6-The Caravans-Steal Away.m4a,gos01-6-The Caravans-Steal Away,12,24
train,gos01,gos01/gos01-3-Mrs. Sidney Carter-Didn’t Leave Nobody but the Baby.m4a,gos01-3-Mrs. Sidney Carter-Didn’t Leave Nobody but the Baby,6,21
train,gos01,gos01/gos01-0-Ed Young-Jim and John.m4a,gos01-0-Ed Young-Jim and John,8,24
train,gos01,gos01/gos01-4-Paul Robeson-Swing Low Sweet Chariot.m4a,gos01-4-Paul Robeson-Swing Low Sweet Chariot,10,24
train,gos01,gos01/gos01-5-Ervin Webb-I’m Goin’ Home.m4a,gos01-5-Ervin Webb-I’m Goin’ Home,12,24
val,gos01,gos01/gos01-8-Bessie Jones-So Glad I’m Here.m4a,gos01-8-Bessie Jones-So Glad I’m Here,10,24
test,gos02,gos02/gos02-8-Rev. C.L. Franklin-I’ll Go.m4a,gos02-8-Rev. C.L. Franklin-I’ll Go,24,24
test,gos02,gos02/gos02-1-Thomas A. Dorsy-Take My Hand Precious Lord.m4a,gos02-1-Thomas A. Dorsy-Take My Hand Precious Lord,30,24
train,gos02,gos02/gos02-5-Willie Mae Ford Smith-I’m Bound for Canaan Land.m4a,gos02-5-Willie Mae Ford Smith-I’m Bound for Canaan Land,40,24
train,gos02,gos02/gos02-0-Mahalia Jackson-Lord Don’t Move the Mountain.m4a,gos02-0-Mahalia Jackson-Lord Don’t Move the Mountain,14,24
train,gos02,gos02/gos02-4-The Sallie Martin Singers-Hold's to God’s Unchanging Hands.m4a,gos02-4-The Sallie Martin Singers-Hold's to God’s Unchanging Hands,8,24
train,gos02,gos02/gos02-7-The Blackwood Brothers-Swing Down Chariot.m4a,gos02-7-The Blackwood Brothers-Swing Down Chariot,10,24
train,gos02,gos02/gos02-6-The Stamps Quartet-Farther Along.m4a,gos02-6-The Stamps Quartet-Farther Along,10,24
train,gos02,gos02/gos02-3-Golden Gate Quartet-Golden Gate Gospel Train.m4a,gos02-3-Golden Gate Quartet-Golden Gate Gospel Train,10,24
val,gos02,gos02/gos02-2-Fisk Jubilee Singers-Swing Low Sweet Chariot.m4a,gos02-2-Fisk Jubilee Singers-Swing Low Sweet Chariot,16,24
test,gos03,gos03/gos03-5-Thomas Fats Waller-Handful of Keys.m4a,gos03-5-Thomas Fats Waller-Handful of Keys,10,24
test,gos03,gos03/gos03-4-Joseph Lamb-Bohemia Rag.m4a,gos03-4-Joseph Lamb-Bohemia Rag,12,24
train,gos03,gos03/gos03-7-James P. Johnson-Carolina Shout.m4a,gos03-7-James P. Johnson-Carolina Shout,10,24
train,gos03,gos03/gos03-8-Arthur Collins-The Ragtime Goblin Man.m4a,gos03-8-Arthur Collins-The Ragtime Goblin Man,10,24
train,gos03,gos03/gos03-3-James Scott-Frog Legs Rag.m4a,gos03-3-James Scott-Frog Legs Rag,10,24
train,gos03,gos03/gos03-1-Tom Turpin-St Louis Rag.m4a,gos03-1-Tom Turpin-St Louis Rag,10,24
train,gos03,gos03/gos03-6-Willie the Lion Smith-Fingerbuster.m4a,gos03-6-Willie the Lion Smith-Fingerbuster,10,24
train,gos03,gos03/gos03-2-Eubie Blake-Charleston Rag.m4a,gos03-2-Eubie Blake-Charleston Rag,18,24
val,gos03,gos03/gos03-0-Scott Joplin-The Entertainer.m4a,gos03-0-Scott Joplin-The Entertainer,14,24
test,gos04,gos04/gos04-1-The Harmonizing Four-God Will Take Care of You.m4a,gos04-1-The Harmonizing Four-God Will Take Care of You,18,24
test,gos04,gos04/gos04-3-Jessy Dixon-There is no Failure in God.m4a,gos04-3-Jessy Dixon-There is no Failure in God,14,24
train,gos04,gos04/gos04-4-Marie Knight-Come on Baby.m4a,gos04-4-Marie Knight-Come on Baby,10,24
train,gos04,gos04/gos04-0-Soul Stirrers-Nearer My God to Thee.m4a,gos04-0-Soul Stirrers-Nearer My God to Thee,14,24
train,gos04,gos04/gos04-6-Pilgrim Travelers-Jesus Met the Woman at the Well.m4a,gos04-6-Pilgrim Travelers-Jesus Met the Woman at the Well,8,24
train,gos04,gos04/gos04-7-Brother Joe May-Walk with Me Lord.m4a,gos04-7-Brother Joe May-Walk with Me Lord,22,24
train,gos04,gos04/gos04-2-Dixie Hummingbirds-Lord I Want You to Help Me.m4a,gos04-2-Dixie Hummingbirds-Lord I Want You to Help Me,14,24
train,gos04,gos04/gos04-8-Original Gospel Harmonettes-He’s Calling Me.m4a,gos04-8-Original Gospel Harmonettes-He’s Calling Me,10,24
val,gos04,gos04/gos04-5-Rosetta Tharpe-Down By the Riverside.m4a,gos04-5-Rosetta Tharpe-Down By the Riverside,10,24
test,gos05,gos05/gos05-5-HB-The Jesus Metal Explosion.m4a,gos05-5-HB-The Jesus Metal Explosion,14,24
test,gos05,gos05/gos05-6-Mali Music-Heavy Love.m4a,gos05-6-Mali Music-Heavy Love,12,24
train,gos05,gos05/gos05-8-Hillsong-Stand In Awe.m4a,gos05-8-Hillsong-Stand In Awe,24,24
train,gos05,gos05/gos05-4-Amy Grant-Better Than a Hallelujah.m4a,gos05-4-Amy Grant-Better Than a Hallelujah,14,24
train,gos05,gos05/gos05-2-Steven Curtis Chapman-One True God.m4a,gos05-2-Steven Curtis Chapman-One True God,16,24
train,gos05,gos05/gos05-7-Lauren Daigle-Trust In You.m4a,gos05-7-Lauren Daigle-Trust In You,14,24
train,gos05,gos05/gos05-0-Larry Norman-Why Don’t You Look Into Jesus.m4a,gos05-0-Larry Norman-Why Don’t You Look Into Jesus,16,24
train,gos05,gos05/gos05-1-Rev. James Cleveland-God Has Smiled On Me.m4a,gos05-1-Rev. James Cleveland-God Has Smiled On Me,18,24
val,gos05,gos05/gos05-3-Willie Eason-I Want to Live.m4a,gos05-3-Willie Eason-I Want to Live,10,24
test,hcp01,hcp01/hcp01-8-Madball-Pride (Times Are Changing).m4a,hcp01-8-Madball-Pride (Times Are Changing),10,24
test,hcp01,hcp01/hcp01-3-Circle Jerks-Wild in the Streets.m4a,hcp01-3-Circle Jerks-Wild in the Streets,10,24
train,hcp01,hcp01/hcp01-10-Strike Anywhere-Infrared.m4a,hcp01-10-Strike Anywhere-Infrared,14,24
train,hcp01,hcp01/hcp01-2-Bad Brains-Sailin’ On.m4a,hcp01-2-Bad Brains-Sailin’ On,8,24
train,hcp01,hcp01/hcp01-5-The Dead Kennedys-California Über Alles.m4a,hcp01-5-The Dead Kennedys-California Über Alles,12,24
train,hcp01,hcp01/hcp01-0-Black Flag-Rise Above.m4a,hcp01-0-Black Flag-Rise Above,8,24
train,hcp01,hcp01/hcp01-4-Cro-Mags – Hard Times.m4a,hcp01-4-Cro-Mags – Hard Times,6,18
train,hcp01,hcp01/hcp01-7-Sick of It All-The Blood and the Sweat.m4a,hcp01-7-Sick of It All-The Blood and the Sweat,12,24
train,hcp01,hcp01/hcp01-1-Minor Threat-Filler.m4a,hcp01-1-Minor Threat-Filler,6,18
val,hcp01,hcp01/hcp01-6-Agnostic Front-Victim in Pain.m4a,hcp01-6-Agnostic Front-Victim in Pain,2,9
val,hcp01,hcp01/hcp01-9-Rise Against-Heaven Knows.m4a,hcp01-9-Rise Against-Heaven Knows,12,24
test,hcp02,hcp02/hcp02-7-Limp Wrist-Does Your Daddy Know.m4a,hcp02-7-Limp Wrist-Does Your Daddy Know,6,18
train,hcp02,hcp02/hcp02-5-Septic Death-Terrorain.m4a,hcp02-5-Septic Death-Terrorain,6,21
train,hcp02,hcp02/hcp02-1-S.O.D.-Bigger Than the Devil.m4a,hcp02-1-S.O.D.-Bigger Than the Devil,158,24
train,hcp02,hcp02/hcp02-8-Das Oath-Blood Oranges.m4a,hcp02-8-Das Oath-Blood Oranges,4,15
train,hcp02,hcp02/hcp02-9-Electro Hippies-Am I Punk Yet_.m4a,hcp02-9-Electro Hippies-Am I Punk Yet_,4,12
train,hcp02,hcp02/hcp02-0-Bad Religion-Against the Grain.m4a,hcp02-0-Bad Religion-Against the Grain,140,24
train,hcp02,hcp02/hcp02-4-Municipal Waste-The Art of Partying.m4a,hcp02-4-Municipal Waste-The Art of Partying,8,24
train,hcp02,hcp02/hcp02-2-Suicidal Tendencies-Two Sided Politics.m4a,hcp02-2-Suicidal Tendencies-Two Sided Politics,4,12
val,hcp02,hcp02/hcp02-3-D.R.I.-Abduction.m4a,hcp02-3-D.R.I.-Abduction,16,24
